Canonical_SMILES,starter_mod,firstExtension_module,secondExtension_mod,release_mod,Molecular_Weight
CCCCCC[C@@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",242.31
CC[C@@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",186.21
COCC=C1C[C@H](C)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",156.18
CCCC[C@@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",214.26
COCC=C(O)[C@@H](O)[C@H]1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",174.15
COCC=C(O)[C@H]1OC(=O)[C@@H]1C(C)C,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",200.23
COCC=C1C=C(OC)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",170.16
COCC=C(O)[C@H]1CC(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'A'}"", 'loading: False']","TE(cyclic, ring=0)",158.15
CCCCCC[C@@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",242.31
COCC=C1OC(=O)[C@@H](C)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", 'loading: False']","TE(cyclic, ring=1)",170.16
COCC=C(O)[C@H]1OC(=O)[C@H]1OC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=1)",188.18
COCC=C(O)[C@H]1OC(=O)[C@@H]1C,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",172.18
CC[C@@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=1)",184.19
CCCCCCC1=CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",224.3
CCCCCC[C@@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", 'loading: False']","TE(cyclic, ring=1)",240.3
CC[C@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",186.21
C=CC[C@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",198.22
COCC=C1OC(=O)[C@H](OC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=2)",186.16
C=CC[C@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=1)",196.2
C=CCC1=CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",180.2
COCC=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",330.21
COCC=C(O)[C@H]1OC(=O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",348.23
CCCC[C@@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",214.26
COCC=C(O)[C@H]1OC(=O)[C@@H]1OC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=1)",188.18
COCC=C(O)C[C@@H]1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=0)",158.15
CCCC[C@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=1)",212.24
COCC=C1C[C@H](C(C)C)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",184.23
CCCCCC[C@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=1)",240.3
COCC=C(O)[C@@H]1OC(=O)[C@@H]1C,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",172.18
C=CC[C@@H]1C(=O)OC(=CCOC)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=1)",196.2
COCC=C(O)[C@H](O)[C@@H]1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",174.15
CCCC[C@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",214.26
COCC=C1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=1)",346.21
CCCCCC[C@H]1C(=O)O[C@@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",242.31
COCC=C(O)C(=O)C1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", 'loading: False']","TE(cyclic, ring=0)",172.14
COCC=C1CCC(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",142.15
C=CC[C@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",198.22
COCC=C(O)[C@@H]1OC(=O)[C@@H]1CCCCc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",348.23
COCC=C1C=CC(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",140.14
COCC=C1C=C(C(C)C)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",182.22
COCC=C(O)[C@H](O)[C@H]1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",174.15
C=CC[C@H]1CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",182.22
CC[C@@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",186.21
COCC=C1C=C(C)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",154.16
COCC=C(O)[C@@H]1OC(=O)[C@H]1C(C)C,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",200.23
COCC=C(O)[C@@H](O)[C@@H]1OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",174.15
CCC1=CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",168.19
CCCCC1=CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",196.25
COCC=C(O)[C@H]1OC(=O)[C@H]1C,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",172.18
CCCCCC[C@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",242.31
CCCC[C@H]1CC(=CCOC)OC1=O,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",198.26
CC[C@H]1C(=O)O[C@H]1C(O)=CCOC,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",186.21
COCC=C1C=C(O)C(=O)O1,"[""AT{'substrate': 'mxmal'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=1)",156.14
CC(C)C=C(O)[C@@H]1OC(=O)[C@H]1C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",170.21
CC(C)C=C(O)C(=O)[C@H]1OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",170.16
CC(C)C=C1OC(=O)CC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", 'loading: False']","TE(cyclic, ring=0)",154.16
CC[C@H]1CC(=CC(C)C)OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=0)",168.24
CC(C)C=C(O)[C@@H]1OC(=O)[C@@H]1C(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",198.26
CO[C@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=1)",186.21
C=CC[C@@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",196.25
CC(C)C=C1OC(=O)[C@H](C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",168.19
CC(C)C=C(O)[C@H]1OC(=O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",346.25
CC(C)C=C(O)[C@H]1OC(=O)[C@H]1C(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",198.26
CO[C@@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=1)",186.21
C=CC[C@@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",196.25
CC(C)C=C(O)[C@@H]1OC(=O)[C@H]1CCCCc1c[nH]c(Cl)c1Cl,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",346.25
CC(C)C=C1OC(=O)[C@@H](C(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=0)",196.25
CC(C)C=C(O)[C@@H]1CC(=O)O1,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'loading: False']","TE(cyclic, ring=0)",156.18
CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=1)",184.19
CC[C@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",182.22
CC(C)C=C1OC(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", 'loading: False']","TE(cyclic, ring=0)",344.24
CCCC[C@@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", 'loading: False']","TE(cyclic, ring=0)",210.27
CC(C)C=C1OC(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",344.24
CCCCCC[C@H]1CC(=CC(C)C)OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=0)",224.34
CC(C)C=C(O)C(=O)[C@@H]1OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=0)",170.16
CCCC[C@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=0)",212.29
CC(C)C=C1OC(=O)[C@H](C(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",196.25
CO[C@H]1CC(=CC(C)C)OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",170.21
CC(C)C=C1C[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=0)",330.26
CCCCCC[C@@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",240.34
CC[C@@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=0)",184.23
CC(C)C=C1C[C@H](C)C(=O)O1,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=0)",154.21
CCCC[C@@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",212.29
CC(C)C=C(O)[C@@H](O)[C@H]1OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",172.18
CC(C)C=C(O)[C@H]1OC(=O)[C@@H]1C(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",198.26
COC1=CC(=CC(C)C)OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",168.19
CC(C)C=C(O)[C@H]1CC(=O)O1,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'A'}"", 'loading: False']","TE(cyclic, ring=0)",156.18
CCCCCC[C@@H]1C(=O)O[C@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=0)",240.34
CC(C)C=C1OC(=O)[C@@H](C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", 'loading: False']","TE(cyclic, ring=0)",168.19
CO[C@@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=1)",186.21
CC(C)C=C(O)[C@H]1OC(=O)[C@@H]1C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",170.21
CC[C@@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=0)",182.22
CCCCCCC1=CC(=CC(C)C)OC1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",222.33
CCCCCC[C@@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", 'loading: False']","TE(cyclic, ring=0)",238.33
CC[C@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",184.23
C=CC[C@H]1C(=O)O[C@@H]1C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=0)",196.25
CO[C@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=1)",184.19
C=CC[C@H]1C(=O)OC(=CC(C)C)C1=O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=0)",194.23
