PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103170049,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Active,,,,2.2,IC50,=,2200,nM
2,103170100,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,Active,,,,1.81,IC50,=,1810,nM
3,103195570,4416,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5,Active,,,,1.3,IC50,=,1300,nM
4,103224092,154257,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,Active,,,,3.83,IC50,=,3830,nM
5,103517319,23648275,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)F,Active,,,,2.04,IC50,=,2040,nM
6,103517321,15429026,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=CC=C5,Active,,,,0.67,IC50,=,670,nM
7,103517324,16719866,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)N,Active,,,,1.45,IC50,=,1450,nM
8,103534015,11548000,CCC(=C(C1=CC=C(C=C1)OCCN2CCCC2)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5,Active,,,,0.61,IC50,=,610,nM
9,103608478,135484659,CC1=C(N(N=C1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)OCCN5CCCCC5,Active,,,,1.19,IC50,=,1190,nM
10,103628891,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,Active,,,,2.6,IC50,=,2600,nM
11,160708695,3036505,C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCCO)/CCCl,Unspecified,,,,34.35,IC50,=,34350,nM
12,404719025,23642301,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,Active,,,,1.3,IC50,=,1300,nM
13,440175581,137503296,CC1=CC=CC=C1C(=O)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CC(C5)CF,Active,,,,3.88,IC50,=,3880,nM
14,440185231,137503669,CC1=CC(=CC(=C1C(=O)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CC(C5)CF)C)F,Active,,,,1.87,IC50,=,1870,nM
15,461518510,162645816,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,1.21,IC50,=,1210,nM
16,461519922,162646855,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCCC2)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Unspecified,,,,12.5,IC50,>,12500,nM
17,461520352,15429025,COC1=CC2=C(C=C1)C(=C(S2)C3=CC=CC=C3)OC4=CC=C(C=C4)OCCN5CCCCC5,Active,,,,3.18,IC50,=,3180,nM
18,461521623,16720684,COC1=CC2=C(C=C1)C(=C(S2)C3=CC=C(C=C3)Br)OC4=CC=C(C=C4)OCCN5CCCCC5,Active,,,,1.25,IC50,=,1250,nM
19,461521868,162648190,CC/C(=C(/C1=CC=C(C=C1)N)\C2=CC=C(C=C2)OCCN3CCCC3)/C4=CC=CC=C4,Active,,,,1.07,IC50,=,1070,nM
20,461523659,153939546,CC1=C([C@@H](OC2=CC=CC=C12)C3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,Active,,,,0.9,IC50,=,900,nM
21,461527842,162652347,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CC2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.62,IC50,=,620,nM
22,461528334,16719864,COC1=CC2=C(C=C1)C(=C(S2=O)C3=CC=C(C=C3)Br)OC4=CC=C(C=C4)OCCN5CCCCC5,Active,,,,1.81,IC50,=,1810,nM
23,461531467,13106542,CCC(C1=CC=CC=C1)C(C2=CC=C(C=C2)OCCN(C)C)(C3=CC(=CC=C3)O)O,Active,,,,4.4,IC50,=,4400,nM
24,461531627,162655017,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.54,IC50,=,540,nM
25,461533887,162656588,CC/C(=C(/C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.75,IC50,=,750,nM
26,461537151,162658904,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,4.23,IC50,=,4230,nM
27,461539710,162660733,CC/C(=C(/C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.42,IC50,=,420,nM
28,461544360,162663958,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(C2)C)\C3=CC=C(C=C3)OCCN4CCCC4)/C5=CC=CC=C5,Active,,,,0.72,IC50,=,720,nM
29,461558025,162673587,CC/C(=C(/C1=CC=C(C=C1)NCCN2CCOCC2)\C3=CC=C(C=C3)OCCN4CCOCC4)/C5=CC=CC=C5,Active,,,,2.18,IC50,=,2180,nM
30,461559893,162674887,CC(C)(C)OC(=O)NCCCCC(=O)NCCC1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(SC4=C3C=CC(=C4)OC)C5=CC=C(C=C5)OC,Active,,,,0.6,IC50,=,600,nM
31,461561241,162675841,CC/C(=C(/C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3CCN(CC3)C)\C4=CC=C(C=C4)OCCN5CCCC5)/C6=CC=CC=C6,Active,,,,2.05,IC50,=,2050,nM
