reactants,products,reactionString,ruleName,thermo,reactionType
Cc1nc(C=C(O)CCC(=O)O)cs1,Cc1nc(C=CO)c(CCC(=O)O)s1,Cc1nc(C=C(O)CCC(=O)O)cs1 >> Cc1nc(C=CO)c(CCC(=O)O)s1,rule0028_47,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1nc(C=C(O)C(O)CC(=O)O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,Cc1nc(C=C(O)CCC(=O)O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1nc(C=C(O)C(O)CC(=O)O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1,OC(O)CCC1=Cc2csc(n2)CO1,Cc1nc(C=C(O)CCC(=O)O)cs1 >> OC(O)CCC1=Cc2csc(n2)CO1,rule0169_1,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1,OC1=Cc2csc(n2)COC(O)CC1,Cc1nc(C=C(O)CCC(=O)O)cs1 >> OC1=Cc2csc(n2)COC(O)CC1,rule0169_1,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.OO,Cc1nc(C=C(O)CCC(O)O)cs1.O=O,Cc1nc(C=C(O)CCC(=O)O)cs1.OO >> Cc1nc(C=C(O)CCC(O)O)cs1.O=O,rule0078_14,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.N.OO,Cc1nc(C=C(O)CCC(N)O)cs1.O.O=O,Cc1nc(C=C(O)CCC(=O)O)cs1.N.OO >> Cc1nc(C=C(O)CCC(N)O)cs1.O.O=O,rule0091_12,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1nc(C=C(O)CCOC(=O)O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,Cc1nc(C=C(O)CCC(=O)O)cs1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1nc(C=C(O)CCOC(=O)O)cs1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1,CCC(O)=Cc1csc(C)n1.Cc1nc(C(C(=O)O)=C(O)CCC(=O)O)cs1,Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1 >> CCC(O)=Cc1csc(C)n1.Cc1nc(C(C(=O)O)=C(O)CCC(=O)O)cs1,rule0126_2,No_Thermo,Enzymatic
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Cc1nc(C=C(O)CCC(=O)O)cs1,COC(=Cc1csc(C)n1)CCC(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Cc1nc(C=C(O)CCC(=O)O)cs1 >> COC(=Cc1csc(C)n1)CCC(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1,CCC(O)=Cc1csc(C)n1.Cc1nc(C=C(O)CCC(=O)O)c(C(=O)O)s1,Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1 >> CCC(O)=Cc1csc(C)n1.Cc1nc(C=C(O)CCC(=O)O)c(C(=O)O)s1,rule0126_2,No_Thermo,Enzymatic
Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1,CC(O)=Cc1csc(C)n1.O=C(O)CCC(O)=Cc1csc(CCC(=O)O)n1,Cc1nc(C=C(O)CCC(=O)O)cs1.Cc1nc(C=C(O)CCC(=O)O)cs1 >> CC(O)=Cc1csc(C)n1.O=C(O)CCC(O)=Cc1csc(CCC(=O)O)n1,rule0126_2,No_Thermo,Enzymatic
