reactants,products,reactionString,ruleName,thermo,reactionType
O=C(O)C=CC(=O)CC1=CCCC1=O.O=O,O.O=C=CC(=O)CC1=CCCC1=O.O=C=O,O=C(O)C=CC(=O)CC1=CCCC1=O.O=O >> O.O=C=CC(=O)CC1=CCCC1=O.O=C=O,rule0352_2,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,C=CC(=O)CC1=CC(C(=O)O)CC1=O,O=C(O)C=CC(=O)CC1=CCCC1=O >> C=CC(=O)CC1=CC(C(=O)O)CC1=O,rule0028_50,No_Thermo,Enzymatic
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C(O)C=CC(=O)CC1=CCCC1=O,CC(=CC(=O)O)C(=O)CC1=CCCC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C(O)C=CC(=O)CC1=CCCC1=O >> CC(=CC(=O)O)C(=O)CC1=CCCC1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,C=CC(=O)CC1=C(C(=O)O)CCC1=O,O=C(O)C=CC(=O)CC1=CCCC1=O >> C=CC(=O)CC1=C(C(=O)O)CCC1=O,rule0028_50,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,O=C1CCC=C1CC(=O)C1=CC(O)O1,O=C(O)C=CC(=O)CC1=CCCC1=O >> O=C1CCC=C1CC(=O)C1=CC(O)O1,rule0169_1,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=CC(=O)CC1=CCCC1=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(C=CCO)CC1=CCCC1=O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=CC(=O)CC1=CCCC1=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(C=CCO)CC1=CCCC1=O,rule0164_2,No_Thermo,Enzymatic
N.O=C(O)C=CC(=O)CC1=CCCC1=O,NC(CC(=O)CC1=CCCC1=O)C(=O)O,N.O=C(O)C=CC(=O)CC1=CCCC1=O >> NC(CC(=O)CC1=CCCC1=O)C(=O)O,rule0257_1,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,O=C1C=CC(O)OC2C=C(C1)C(=O)C2,O=C(O)C=CC(=O)CC1=CCCC1=O >> O=C1C=CC(O)OC2C=C(C1)C(=O)C2,rule0169_1,No_Thermo,Enzymatic
O.O=C(O)C=CC(=O)CC1=CCCC1=O,O=C(C=C(O)C(O)O)CC1=CCCC1=O,O.O=C(O)C=CC(=O)CC1=CCCC1=O >> O=C(C=C(O)C(O)O)CC1=CCCC1=O,rule0070_6,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,O=CCC1=CC(C=CC(=O)O)CC1=O,O=C(O)C=CC(=O)CC1=CCCC1=O >> O=CCC1=CC(C=CC(=O)O)CC1=O,rule0028_51,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=CC(=O)CC1=CCCC1=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C=CC(O)CC1=CCCC1=O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)C=CC(=O)CC1=CCCC1=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(O)C=CC(O)CC1=CCCC1=O,rule0003_175,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O.OO,O=C(O)C=CC(O)CC1=CCCC1=O.O=O,O=C(O)C=CC(=O)CC1=CCCC1=O.OO >> O=C(O)C=CC(O)CC1=CCCC1=O.O=O,rule0078_16,No_Thermo,Enzymatic
O=C(O)C=CC(=O)CC1=CCCC1=O,O=C(O)C=CC(=O)CC1CC=CC1=O,O=C(O)C=CC(=O)CC1=CCCC1=O >> O=C(O)C=CC(=O)CC1CC=CC1=O,rule0028_51,No_Thermo,Enzymatic
O.O=C(O)C=CC(=O)CC1=CCCC1=O,O=C1CCC=C1C(O)C(=O)C=CC(O)O,O.O=C(O)C=CC(=O)CC1=CCCC1=O >> O=C1CCC=C1C(O)C(=O)C=CC(O)O,rule0070_6,No_Thermo,Enzymatic
N.O=C(O)C=CC(=O)CC1=CCCC1=O,NC(CC(=O)O)C(=O)CC1=CCCC1=O,N.O=C(O)C=CC(=O)CC1=CCCC1=O >> NC(CC(=O)O)C(=O)CC1=CCCC1=O,rule0257_1,No_Thermo,Enzymatic
