reactants,products,reactionString,ruleName,thermo,reactionType
C#N.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,N#CC(O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,C#N.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> N#CC(O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,rule0393_8,No_Thermo,Enzymatic
NC(=O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,NC(O)[C@@H]1C2CC[C@H]1C=C1OC(=O)C(O2)C1=O,NC(=O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> NC(O)[C@@H]1C2CC[C@H]1C=C1OC(=O)C(O2)C1=O,rule0169_1,No_Thermo,Enzymatic
O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)C1O,O=C1OC(=CC2CCCC2)C(=O)C1O.O=C=O,O=C1OC(=C[C@@H]2CCC[C@H]2C(=O)O)C(=O)C1O >> O=C1OC(=CC2CCCC2)C(=O)C1O.O=C=O,rule0024_52,No_Thermo,Enzymatic
O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O,O=C1OC(=C[C@H]2CCCC2CO)C(=O)C1O,O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O >> O=C1OC(=C[C@H]2CCCC2CO)C(=O)C1O,rule0028_50,No_Thermo,Enzymatic
O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,O=C1OC2=C[C@@H]3CC(C[C@H]3CO)OC1C2=O,O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> O=C1OC2=C[C@@H]3CC(C[C@H]3CO)OC1C2=O,rule0169_1,No_Thermo,Enzymatic
O.O=C1OC(=CC2CCCC2)C(=O)C1O,O=C(O)C(O)C(=O)C(O)=CC1CCCC1,O.O=C1OC(=CC2CCCC2)C(=O)C1O >> O=C(O)C(O)C(=O)C(O)=CC1CCCC1,rule0035_7,No_Thermo,Enzymatic
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O,rule0003_177,No_Thermo,Enzymatic
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=C[C@@H]2CCC[C@H]2CO)C(=O)C1O.O=O,rule0072_6,No_Thermo,Enzymatic
NC(=O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,NC(O)[C@@H]1CCC[C@]12C=C1OC(=O)C(O2)C1=O,NC(=O)[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> NC(O)[C@@H]1CCC[C@]12C=C1OC(=O)C(O2)C1=O,rule0169_1,No_Thermo,Enzymatic
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O,COC1C(=O)OC(=C[C@@H]2CCC[C@H]2C=O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C[C@@H]1CCC[C@H]1C=C1OC(=O)C(O)C1=O >> COC1C(=O)OC(=C[C@@H]2CCC[C@H]2C=O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,Enzymatic
