reactants,products,reactionString,ruleName,thermo,reactionType
CCC(C)=C1OC(=O)[C@@H](OC)C1=O.CCC(C)=C1OC(=O)[C@@H](OC)C1=O,CCC=C1OC(=O)[C@@H](OC)C1=O.CO[C@@H]1C(=O)OC(=C(C)C(C)C)C1=O,CCC(C)=C1OC(=O)[C@@H](OC)C1=O.CCC(C)=C1OC(=O)[C@@H](OC)C1=O >> CCC=C1OC(=O)[C@@H](OC)C1=O.CO[C@@H]1C(=O)OC(=C(C)C(C)C)C1=O,rule0126_2,No_Thermo,Enzymatic
CO[C@H](C(=O)O)C(=O)C(O)=CC(C)C,CC(C)C=C(O)C1OCO[C@@H]1C(=O)O,CO[C@H](C(=O)O)C(=O)C(O)=CC(C)C >> CC(C)C=C(O)C1OCO[C@@H]1C(=O)O,rule0191_1,No_Thermo,Enzymatic
CO[C@@H]1C(=O)OC(=CC(C)CO)C1O,CO[C@@]1(C)C(=O)OC(=CCCO)C1O,CO[C@@H]1C(=O)OC(=CC(C)CO)C1O >> CO[C@@]1(C)C(=O)OC(=CCCO)C1O,rule0028_51,No_Thermo,Enzymatic
CO[C@@H]1C(=O)OC(=CC(C)CO)C1=O.CO[C@@H]1C(=O)OC(=CC(C)CO)C1=O,CO[C@@H]1C(=O)OC(=CCCO)C1=O.CO[C@@]1(C)C(=O)OC(=CC(C)CO)C1=O,CO[C@@H]1C(=O)OC(=CC(C)CO)C1=O.CO[C@@H]1C(=O)OC(=CC(C)CO)C1=O >> CO[C@@H]1C(=O)OC(=CCCO)C1=O.CO[C@@]1(C)C(=O)OC(=CC(C)CO)C1=O,rule0126_2,No_Thermo,Enzymatic
CCO[C@@H]1C(=O)OC(=CC(C)C)C1=O.CCO[C@@H]1C(=O)OC(=CC(C)C)C1=O,CCO[C@@]1(C)C(=O)OC(=CC(C)C)C1=O.CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,CCO[C@@H]1C(=O)OC(=CC(C)C)C1=O.CCO[C@@H]1C(=O)OC(=CC(C)C)C1=O >> CCO[C@@]1(C)C(=O)OC(=CC(C)C)C1=O.CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,rule0126_2,No_Thermo,Enzymatic
CO[C@H](C(=O)O)C(=O)C(O)=CC(C)C.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,COC(=CC(C)C)C(=O)[C@H](OC)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CO[C@H](C(=O)O)C(=O)C(O)=CC(C)C.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> COC(=CC(C)C)C(=O)[C@H](OC)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,Enzymatic
CCC(C)C=C1OC(=O)[C@@H](OC)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(C)C=C1OC(=O)[C@@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)C=C1OC(=O)[C@@H](OC)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O >> CCC(C)C=C1OC(=O)[C@@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,rule0010_65,No_Thermo,Enzymatic
CO[C@@]1(C)C(=O)OC(=CC(C)C)C1=O.O,CO[C@@](C)(C(=O)O)C(=O)C(O)=CC(C)C,CO[C@@]1(C)C(=O)OC(=CC(C)C)C1=O.O >> CO[C@@](C)(C(=O)O)C(=O)C(O)=CC(C)C,rule0035_7,No_Thermo,Enzymatic
CCC=C1OC(=O)[C@@H](OCC)C1=O,CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,CCC=C1OC(=O)[C@@H](OCC)C1=O >> CO[C@@H]1C(=O)OC(=CC(C)C)C1=O,rule0028_51,No_Thermo,Enzymatic
CO[C@@H]1C(=O)OC(=CC(C)(C)O)C1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)(O)C=C1OC(=O)[C@@H](OC)C1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CO[C@@H]1C(=O)OC(=CC(C)(C)O)C1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C)(O)C=C1OC(=O)[C@@H](OC)C1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,Enzymatic
