reactants,products,reactionString,ruleName,thermo,reactionType
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(C=C(O)C(=O)O)CC1=CCCC1=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(CC1=CCCC1=O)CC(O)C(=O)O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C(CC1=CCCC1=O)CC(O)C(=O)O,rule0027_56,No_Thermo,Enzymatic
Cl.O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O.O=C(C=C(O)C(=O)Cl)CC1=CCCC1=O,Cl.O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O.O=C(C=C(O)C(=O)Cl)CC1=CCCC1=O,rule0183_6,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C1CCC2=C1CC(O)C=C(O)C(=O)O2,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C1CCC2=C1CC(O)C=C(O)C(=O)O2,rule0169_1,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C1C=C(CC(=O)C=C(O)C(=O)O)CC1,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C1C=C(CC(=O)C=C(O)C(=O)O)CC1,rule0028_51,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C1C=C(C(O)O)OC2C=C(C1)C(=O)C2,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C1C=C(C(O)O)OC2C=C(C1)C(=O)C2,rule0169_1,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C1CCC=C1CC(O)C1=C(O)C(=O)O1,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C1CCC=C1CC(O)C1=C(O)C(=O)O1,rule0169_1,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C1CCC=C1CC(=O)C1=C(C(O)O)O1,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C1CCC=C1CC(=O)C1=C(C(O)O)O1,rule0169_1,No_Thermo,Enzymatic
N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(C=C(O)C(=O)O)CC1=CCCC1=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(C=C(O)C(=O)O)CC1=CCCC1=O.O,N.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(C=C(O)C(=O)O)CC1=CCCC1=O.O,rule0166_2,No_Thermo,Enzymatic
O.O=C1CCC=C1C=C1C=C(O)C(=O)O1,O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O.O=C1CCC=C1C=C1C=C(O)C(=O)O1 >> O=C(C=C(O)C(=O)O)CC1=CCCC1=O,rule0189_1,No_Thermo,Enzymatic
O=C(C=C(O)C(=O)O)CC1=CCCC1=O,O=C(C=CO)CC1=CCCC1=O.O=C=O,O=C(C=C(O)C(=O)O)CC1=CCCC1=O >> O=C(C=CO)CC1=CCCC1=O.O=C=O,rule0024_51,No_Thermo,Enzymatic
