reactants,products,reactionString,ruleName
CCC=C1OC(=O)C[C@H]1O.CCC=C1OC(=O)C[C@H]1O,CC(C)C=C1OC(=O)C[C@H]1O.CC=C1OC(=O)C[C@H]1O,CCC=C1OC(=O)C[C@H]1O.CCC=C1OC(=O)C[C@H]1O >> CC(C)C=C1OC(=O)C[C@H]1O.CC=C1OC(=O)C[C@H]1O,rule0126_2
CC=C1OC(=O)C[C@H]1OC.O,CO[C@@H]1CC(O)OC1=C(C)O,CC=C1OC(=O)C[C@H]1OC.O >> CO[C@@H]1CC(O)OC1=C(C)O,rule0070_6
CC1OC12OC(=O)C[C@H]2O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC1OC12OC(=O)C[C@H]2O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CC=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0068_1
CC=C1OC(=O)C[C@H]1OC(C)=O,C=C1OC(=O)C(C)[C@H]1OC(C)=O,CC=C1OC(=O)C[C@H]1OC(C)=O >> C=C1OC(=O)C(C)[C@H]1OC(C)=O,rule0028_51
CC=C(O)[C@H](O)CC(=O)O,CC(C(=O)O)=C(O)[C@@H](C)O,CC=C(O)[C@H](O)CC(=O)O >> CC(C(=O)O)=C(O)[C@@H](C)O,rule0028_50
CC(O)=C1OC(=O)C[C@H]1O,CC1C(=O)OC(=CO)[C@@H]1O,CC(O)=C1OC(=O)C[C@H]1O >> CC1C(=O)OC(=CO)[C@@H]1O,rule0028_51
CC(C)=C1OC(=O)C[C@H]1O,CCC=C1OC(=O)C[C@H]1O,CC(C)=C1OC(=O)C[C@H]1O >> CCC=C1OC(=O)C[C@H]1O,rule0028_51
CC=C1OC(=O)C(C)[C@H]1O.O,CCC1(O)OC(=O)C(C)[C@H]1O,CC=C1OC(=O)C(C)[C@H]1O.O >> CCC1(O)OC(=O)C(C)[C@H]1O,rule0020_19
CC(C(=O)O)=C1OC(=O)C[C@H]1O,CC=C1OC(=O)C(C(=O)O)[C@H]1O,CC(C(=O)O)=C1OC(=O)C[C@H]1O >> CC=C1OC(=O)C(C(=O)O)[C@H]1O,rule0028_50
CC(C(=O)O)=C1OC(=O)C[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C(=O)O)=C1OC(=O)C[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(C(=O)O)=C1OC(=O)C[C@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(C(=O)O)=C1OC(=O)C[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12
CC=C1OC(=O)C[C@]1(C)O.O,CC(O)=C1OC(O)C[C@]1(C)O,CC=C1OC(=O)C[C@]1(C)O.O >> CC(O)=C1OC(O)C[C@]1(C)O,rule0070_6
CC(O)=C1OC(=O)C[C@H]1O.CC(O)=C1OC(=O)C[C@H]1O,CC(O)=C1OC(=O)C[C@]1(C)O.O=C1C[C@@H](O)C(=CO)O1,CC(O)=C1OC(=O)C[C@H]1O.CC(O)=C1OC(=O)C[C@H]1O >> CC(O)=C1OC(=O)C[C@]1(C)O.O=C1C[C@@H](O)C(=CO)O1,rule0126_2
CC=C(O)[C@H](O)CC(=O)O.CC=C(O)[C@H](O)CC(=O)O,CC=C(O)CCC(=O)O.CC=C(O)[C@H](O)C(O)C(=O)O,CC=C(O)[C@H](O)CC(=O)O.CC=C(O)[C@H](O)CC(=O)O >> CC=C(O)CCC(=O)O.CC=C(O)[C@H](O)C(O)C(=O)O,rule0150_1
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OCC=C1OC(O)C[C@H]1O,CC=C1OC(O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OCC=C1OC(O)C[C@H]1O >> CC=C1OC(O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61
CC=C1OC(=O)C[C@H]1OC,C=C1OC(=O)C(C)[C@H]1OC,CC=C1OC(=O)C[C@H]1OC >> C=C1OC(=O)C(C)[C@H]1OC,rule0028_51
CC(O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1C[C@@H](O)C(=C(O)CO)O1,CC(O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1C[C@@H](O)C(=C(O)CO)O1,rule0004_13
CC=C1OC(=O)C[C@H]1OC(C)=O,CC(C)=C1OC(=O)C[C@H]1OC=O,CC=C1OC(=O)C[C@H]1OC(C)=O >> CC(C)=C1OC(=O)C[C@H]1OC=O,rule0028_51
CC(C(=O)O)=C1OC(=O)C[C@H]1O,CC=C1OC(=O)C[C@H]1O.O=C=O,CC(C(=O)O)=C1OC(=O)C[C@H]1O >> CC=C1OC(=O)C[C@H]1O.O=C=O,rule0024_52
CC=C(O)[C@H](O)CC(=O)O.CC=C(O)[C@H](O)CC(=O)O,CC=C(O)C(O)(O)CC(=O)O.CC=C(O)CCC(=O)O,CC=C(O)[C@H](O)CC(=O)O.CC=C(O)[C@H](O)CC(=O)O >> CC=C(O)C(O)(O)CC(=O)O.CC=C(O)CCC(=O)O,rule0150_1
CC=C(O)[C@H](O)CC(=O)O,CC(=CO)[C@H](O)CC(=O)O,CC=C(O)[C@H](O)CC(=O)O >> CC(=CO)[C@H](O)CC(=O)O,rule0028_49
CC(C(=O)O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(C=O)=C1OC(=O)C[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(C(=O)O)=C1OC(=O)C[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC(C=O)=C1OC(=O)C[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0025_35
CC=C1OC(=O)C[C@H]1OC(C)=O.CC=C1OC(=O)C[C@H]1OC(C)=O,CC=C1OC(=O)C[C@H]1OC=O.CCC=C1OC(=O)C[C@H]1OC(C)=O,CC=C1OC(=O)C[C@H]1OC(C)=O.CC=C1OC(=O)C[C@H]1OC(C)=O >> CC=C1OC(=O)C[C@H]1OC=O.CCC=C1OC(=O)C[C@H]1OC(C)=O,rule0126_2
CC=C(O)[C@H](O)CC(=O)O,CC=C(O)[C@H]1CC(=O)O1.O,CC=C(O)[C@H](O)CC(=O)O >> CC=C(O)[C@H]1CC(=O)O1.O,rule0032_01
CC=C(O)[C@H](O)CC(=O)O.N,CC=C(O)[C@H](O)CC(N)=O.O,CC=C(O)[C@H](O)CC(=O)O.N >> CC=C(O)[C@H](O)CC(N)=O.O,rule0055_2
CC=C1OC(=O)C[C@H]1O,C=C1OC(=O)C[C@]1(C)O,CC=C1OC(=O)C[C@H]1O >> C=C1OC(=O)C[C@]1(C)O,rule0028_51
