PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM
1,103563490,136036599,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)N)C3=CC=C(C=C3)O,Unspecified,,,,Ratio,=,16
2,103563540,44448789,C1[C@H](N(N=C1C2=CC=CC=C2)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,Ratio,=,1
3,103563543,136036600,C1[C@H](N(N=C1C2=CC=C(C=C2)O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,Ratio,=,2
4,103563587,136036604,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,Ratio,=,1
5,103563636,136036609,COC1=C(C=CC(=C1)[C@@H]2CC(=NN2C(=S)NC3=CC=CC=C3)C4=C(C=C(C=C4)O)O)O,Unspecified,,,,Ratio,>,4
6,103563687,136036610,COC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Unspecified,,,,Ratio,=,2
7,103563688,136036611,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=C(C=C(C=C3)O)O)C4=CC=C(C=C4)O,Unspecified,,,,Ratio,>,3
8,103563745,136036615,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC(=C(C=C4)O)OC,Unspecified,,,,Ratio,>,1
9,103563791,136036618,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)O,Unspecified,,,,Ratio,=,7
10,103563890,135869605,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=C(C=C4)O,Unspecified,,,,Ratio,=,1
11,103563891,136036622,CC1=CC=CC=C1NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,Ratio,>,5
12,103563892,136036623,CC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,Ratio,>,4
13,103563894,136036624,COC1=CC=C(C=C1)NC(=S)N2[C@@H](CC(=N2)C3=CC=CC=C3O)C4=CC=CC=C4O,Unspecified,,,,Ratio,>,4
14,103563939,136036625,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CC=C4O,Unspecified,,,,Ratio,=,1
15,103563984,136036627,C1[C@H](N(N=C1C2=CC=CC=C2O)C(=S)NC3=CC=CC=C3)C4=CC=CO4,Unspecified,,,,Ratio,=,1
16,136926966,135398735,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,Unspecified,,,,Ratio,=,1
