PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
1,461514649,11561899,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,Active,,,,0.101,IC50,=,101,nM,
2,461563615,155903259,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,Active,,,,0.0281,IC50,=,28.1,nM,
3,504794102,166169975,CC(C)/C=C/C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F,Active,,,,0.0347,IC50,=,34.7,nM,
4,504794469,166170482,CC(C)C[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)COC(F)(F)F)C(F)(F)F)O,Active,,,,0.022,IC50,=,22,nM,
5,504800141,166170539,C1CNC(=O)[C@@H]1C[C@@H](C(=O)COC(F)(F)F)NC(=O)[C@@H]2CC3(CC3)CN2C(=O)C(=O)NC4=CC=CC=C4F,Active,,,,0.0161,IC50,=,16.1,nM,
6,504803784,166170732,CC(C)(C)NC(=O)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F,Active,,,,0.0288,IC50,=,28.8,nM,
7,504810046,166170507,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)NC(=O)C(=O)NCC(F)(F)F,Active,,,,0.0345,IC50,=,34.5,nM,
8,504811954,166170540,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)NC(=O)[C@H]2CCCO2,Active,,,,0.0601,IC50,=,60.1,nM,
9,504818862,166169794,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)NC(=O)C(=O)NC2=CC=CC=C2F,Active,,,,0.16,IC50,=,160,nM,
10,504819783,166170188,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC2=C(C(=CC(=C2F)F)F)F)NC(=O)C3=CC4=C(N3)C=CC=C4F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
11,504824103,166169868,CC1(CC(C1)(C(=O)N2CC3(CC3)C[C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(=O)COC(F)(F)F)O)C,Active,,,,0.0365,IC50,=,36.5,nM,
12,504826636,166170518,CC(C)C[C@H](C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F)O,Active,,,,0.0234,IC50,=,23.4,nM,
13,504827801,166170209,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)C(=O)NC(C)(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F)C,Active,,,,0.0811,IC50,=,81.1,nM,
14,504829194,166170592,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC2=C(C(=CC(=C2F)F)F)F)NC(=O)C(=O)NC3=CC=CC=C3F,Active,,,,0.0148,IC50,=,14.8,nM,
15,504835529,166169818,CC(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F,Active,,,,0.0354,IC50,=,35.4,nM,
16,504835833,166170593,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)NC(=O)C(=O)NC23CC(C2)(C3)F,Active,,,,0.0337,IC50,=,33.7,nM,
17,504835997,166170138,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)NC(=O)C(=O)NC2=CC=CC=C2F,Active,,,,0.0763,IC50,=,76.3,nM,
18,504838474,166170432,CC(C)CC(=O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(F)(F)F,Active,,,,0.024,IC50,=,24,nM,
19,504840236,166170007,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)NC(=O)C2=NOC(=C2)C(C)(C)F,Active,,,,0.0348,IC50,=,34.8,nM,
