reactants,products,reactionString,ruleName
O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O,C=C1OC(=O)[C@H](O)[C@H]1O.O=Cc1ccccc1,O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O >> C=C1OC(=O)[C@H](O)[C@H]1O.O=Cc1ccccc1,rule0053_13
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O.O=C1O[C@@H]1[C@@H](O)C(O)=CCc1ccccc1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O.O=C1O[C@@H]1[C@@H](O)C(O)=CCc1ccccc1,rule0032_01
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O=C(O)[C@H](O)[C@@H](O)C(O)C=Cc1ccccc1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O=C(O)[C@H](O)[C@@H](O)C(O)C=Cc1ccccc1,rule0040_7
O.O=C1OC(=CCc2ccccc2O)[C@H](O)[C@H]1O,CC=C1OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1O,O.O=C1OC(=CCc2ccccc2O)[C@H](O)[C@H]1O >> CC=C1OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1O,rule0085_1
O=O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,O=C(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1.OO,O=O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> O=C(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1.OO,rule0074_09
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,OC(O)[C@H](O)[C@@H](O)C1=CCc2ccc(cc2)O1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> OC(O)[C@H](O)[C@@H](O)C1=CCc2ccc(cc2)O1,rule0169_1
O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O,O.O=C1OC2=CC(c3ccccc3)O[C@@H]2[C@H]1O,O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O >> O.O=C1OC2=CC(c3ccccc3)O[C@@H]2[C@H]1O,rule0032_17
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,OC(=CCc1ccccc1)[C@]1(O)OC(O)[C@@H]1O,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> OC(=CCc1ccccc1)[C@]1(O)OC(O)[C@@H]1O,rule0169_1
O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O,CC1=CC2OC2(C=C2OC(=O)[C@H](O)[C@H]2O)C=C1,O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O >> CC1=CC2OC2(C=C2OC(=O)[C@H](O)[C@H]2O)C=C1,rule0028_51
O=C1OC(=CCc2ccc(O)cc2)[C@H](O)[C@H]1O,O=C1OC(=CCc2cccc(O)c2)[C@H](O)[C@H]1O,O=C1OC(=CCc2ccc(O)cc2)[C@H](O)[C@H]1O >> O=C1OC(=CCc2cccc(O)c2)[C@H](O)[C@H]1O,rule0028_44
O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O,CC12C=CC(C=C3OC(=O)[C@H](O)[C@H]3O)=CC1O2,O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O >> CC12C=CC(C=C3OC(=O)[C@H](O)[C@H]3O)=CC1O2,rule0028_51
OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,O.OC1OC2=CC(c3ccccc3)O[C@@H]1[C@H]2O,OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> O.OC1OC2=CC(c3ccccc3)O[C@@H]1[C@H]2O,rule0032_17
CC=C1OC(=O)[C@H](O)[C@H]1O,C=C1OC(=O)[C@@](C)(O)[C@H]1O,CC=C1OC(=O)[C@H](O)[C@H]1O >> C=C1OC(=O)[C@@](C)(O)[C@H]1O,rule0028_51
O.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,OC(Cc1ccccc1)=C1OC(O)[C@H](O)[C@H]1O,O.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O >> OC(Cc1ccccc1)=C1OC(O)[C@H](O)[C@H]1O,rule0070_6
O=C=O.Oc1ccccc1,O=C(O)c1ccc(O)cc1,O=C=O.Oc1ccccc1 >> O=C(O)c1ccc(O)cc1,rule0023_09
Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.OO,Cc1cccc(C(O)=C2OC(=O)[C@H](O)[C@H]2O)c1.O,Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.OO >> Cc1cccc(C(O)=C2OC(=O)[C@H](O)[C@H]2O)c1.O,rule1165_1
Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_10
O=C1OC(=CCc2cccc(O)c2)[C@H](O)[C@H]1O,Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)c(O)c1,O=C1OC(=CCc2cccc(O)c2)[C@H](O)[C@H]1O >> Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)c(O)c1,rule0028_51
O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1,O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O >> Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1,rule0028_51
O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,OCC=C1OC(O)[C@H](O)[C@H]1O.Oc1ccccc1,O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> OCC=C1OC(O)[C@H](O)[C@H]1O.Oc1ccccc1,rule0085_1
CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1,CC(C)=CCc1ccc(O)cc1.O=P(O)(O)OP(=O)(O)O,CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1 >> CC(C)=CCc1ccc(O)cc1.O=P(O)(O)OP(=O)(O)O,rule0110_5
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,Cc1cccc(C=C(O)[C@H](O)[C@@H](O)C(=O)O)c1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> Cc1cccc(C=C(O)[C@H](O)[C@@H](O)C(=O)O)c1,rule0028_51
O=C1OC(=CCC2=CC=CC3OC23)[C@H](O)[C@H]1O,C=C1OC(=O)[C@H](O)[C@@]1(O)CC1=CC=CC2OC12,O=C1OC(=CCC2=CC=CC3OC23)[C@H](O)[C@H]1O >> C=C1OC(=O)[C@H](O)[C@@]1(O)CC1=CC=CC2OC12,rule0028_51
Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.OO,Cc1ccc(O)c(C=C2OC(=O)[C@H](O)[C@H]2O)c1.O,Cc1cccc(C=C2OC(=O)[C@H](O)[C@H]2O)c1.OO >> Cc1ccc(O)c(C=C2OC(=O)[C@H](O)[C@H]2O)c1.O,rule1165_2
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C=O.Oc1ccccc1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)c1ccccc1.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C=O.Oc1ccccc1 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)c1ccccc1.O=O,rule0187_1
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O=C(O)C(Cc1ccccc1)=C(O)[C@H](O)CO,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O=C(O)C(Cc1ccccc1)=C(O)[C@H](O)CO,rule0028_50
O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O,C=C1OC(=O)[C@H](O)[C@@]1(O)CC12C=CC=CC1O2,O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O >> C=C1OC(=O)[C@H](O)[C@@]1(O)CC12C=CC=CC1O2,rule0028_51
O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O,CC12OC1C=CC=C2C=C1OC(=O)[C@H](O)[C@H]1O,O=C1OC(=CCC23C=CC=CC2O3)[C@H](O)[C@H]1O >> CC12OC1C=CC=C2C=C1OC(=O)[C@H](O)[C@H]1O,rule0028_51
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.OC1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.OC1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,rule0005_61
O.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,O=C1OC(O)(CCc2ccccc2)[C@H](O)[C@H]1O,O.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O >> O=C1OC(O)(CCc2ccccc2)[C@H](O)[C@H]1O,rule0020_19
OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,OCc1cccc(C=C2OC(O)[C@H](O)[C@H]2O)c1,OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> OCc1cccc(C=C2OC(O)[C@H](O)[C@H]2O)c1,rule0028_51
Cl.O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O.O=C(Cl)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,Cl.O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O.O=C(Cl)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,rule0183_6
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O,rule0004_13
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C1OC(=CCc2ccccc2)[C@H](O)[C@H]1O.O=O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O,rule0951_1
Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_09
O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O,O=C1OC(=Cc2cccc(CO)c2)[C@H](O)[C@H]1O,O=C1OC(=CC(O)c2ccccc2)[C@H](O)[C@H]1O >> O=C1OC(=Cc2cccc(CO)c2)[C@H](O)[C@H]1O,rule0028_51
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.OC1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.OC(C=C1OC(O)[C@H](O)[C@H]1O)c1ccccc1 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.OC1OC(=CCc2ccccc2)[C@H](O)[C@H]1O,rule0005_49
CC=C1OC(=O)[C@H](O)[C@H]1O.O,OCC=C1OC(O)[C@H](O)[C@H]1O,CC=C1OC(=O)[C@H](O)[C@H]1O.O >> OCC=C1OC(O)[C@H](O)[C@H]1O,rule0070_6
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O=C(O)[C@H](O)[C@@H](O)C(=CO)Cc1ccccc1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O=C(O)[C@H](O)[C@@H](O)C(=CO)Cc1ccccc1,rule0028_47
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,OC1=C(Cc2ccccc2)O[C@@H]1[C@@H](O)C(O)O,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> OC1=C(Cc2ccccc2)O[C@@H]1[C@@H](O)C(O)O,rule0169_1
Cl.O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,O.O=C(O)[C@H](Cl)[C@@H](O)C(O)=CCc1ccccc1,Cl.O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> O.O=C(O)[C@H](Cl)[C@@H](O)C(O)=CCc1ccccc1,rule0183_5
Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1.O,Cc1ccc(C=C(O)[C@H](O)[C@@H](O)C(=O)O)cc1,Cc1ccc(C=C2OC(=O)[C@H](O)[C@H]2O)cc1.O >> Cc1ccc(C=C(O)[C@H](O)[C@@H](O)C(=O)O)cc1,rule0035_7
O.O=C1OC(O)(CCc2ccccc2)[C@H](O)[C@H]1O,CCC1(O)OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1,O.O=C1OC(O)(CCc2ccccc2)[C@H](O)[C@H]1O >> CCC1(O)OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1,rule0085_1
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,OC(O)[C@H](O)[C@@H](O)C1=CC(c2ccccc2)O1,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> OC(O)[C@H](O)[C@@H](O)C1=CC(c2ccccc2)O1,rule0169_1
CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1,CC(C)=CCc1cccc(O)c1.O=P(O)(O)OP(=O)(O)O,CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1 >> CC(C)=CCc1cccc(O)c1.O=P(O)(O)OP(=O)(O)O,rule0110_5
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.Oc1ccccc1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.Oc1ccc(O)cc1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.Oc1ccccc1 >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.Oc1ccc(O)cc1,rule0004_10
O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1,OC(=CCc1ccccc1)[C@H](O)[C@@]1(O)OC1O,O=C(O)[C@H](O)[C@@H](O)C(O)=CCc1ccccc1 >> OC(=CCc1ccccc1)[C@H](O)[C@@]1(O)OC1O,rule0169_1
O.O=C1OC(=C(O)Cc2ccccc2)[C@H](O)[C@H]1O,CC(O)=C1OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1,O.O=C1OC(=C(O)Cc2ccccc2)[C@H](O)[C@H]1O >> CC(O)=C1OC(=O)[C@H](O)[C@H]1O.Oc1ccccc1,rule0085_1
O=C1OC(=CCC2=CC=CC3OC23)[C@H](O)[C@H]1O,O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O,O=C1OC(=CCC2=CC=CC3OC23)[C@H](O)[C@H]1O >> O=C1OC(=CCC2=CC3OC3C=C2)[C@H](O)[C@H]1O,rule0028_51
